"","10090","9606","10090_ID","9606_ID"
"680","Spc25","SPC25",66442,57405
"681","Dnah2","DNAH2",327954,146754
"682","Ripk4","RIPK4",72388,54101
"683","Ufd1l","UFD1L",22230,7353
"684","Zfp287","ZNF287",170740,57336
"685","Prlr","PRLR",19116,5618
"686","Letm1","LETM1",56384,3954
"687","Ubqln1","UBQLN1",56085,29979
"688","Cadm3","CADM3",94332,57863
"689","Txn2","TXN2",56551,25828
"690","Slc1a6","SLC1A6",20513,6511
"691","Slc1a3","SLC1A3",20512,6507
"692","Crbn","CRBN",58799,51185
"693","Msh6","MSH6",17688,2956
"694","Fbxo11","FBXO11",225055,80204
"695","Mlxipl","MLXIPL",58805,51085
"696","Tbl2","TBL2",27368,26608
"697","Wbscr22","WBSCR22",66138,114049
"698","Nid1","NID1",18073,4811
"699","Mcm5","MCM5",17218,4174
"700","Hmox1","HMOX1",15368,3162
"701","Mprip","MPRIP",26936,23164
"702","Cic","CIC",71722,23152
"703","Pafah1b3","PAFAH1B3",18476,5050
"704","Prkaca","PRKACA",18747,5566
"705","Asf1b","ASF1B",66929,55723
"706","Ddx39","DDX39A",68278,10212
"707","Dnajb1","DNAJB1",81489,3337
"708","Usp40","USP40",227334,55230
"709","Kbtbd4","KBTBD4",67136,55709
"710","Ndufs3","NDUFS3",68349,4722
"711","Por","POR",18984,5447
"712","Igf1r","IGF1R",16001,3480
"713","Insr","INSR",16337,3643
"714","Atp4a","ATP4A",11944,495
"715","Trim28","TRIM28",21849,10155
"716","Ube2m","UBE2M",22192,9040
"717","Adcy9","ADCY9",11515,115
"718","Mef2c","MEF2C",17260,4208
"719","Ctr9","CTR9",22083,9646
"720","Eif4g2","EIF4G2",13690,1982
"721","Mrvi1","MRVI1",17540,10335
"722","Pcyt1a","PCYT1A",13026,5130
"723","Zfp592","ZNF592",233410,9640
"724","Psmd4","PSMD4",19185,5710
"725","Tmod4","TMOD4",50874,29765
"726","Snx6","SNX6",72183,58533
"727","Mthfd2","MTHFD2",17768,10797
"728","Kit","KIT",16590,3815
"729","Tomm40l","TOMM40L",641376,84134
"730","Nr1i3","NR1I3",12355,9970
"731","Apoa2","APOA2",11807,336
"732","Pan2","PAN2",103135,9924
"733","Cs","CS",12974,1431
"734","Ampd3","AMPD3",11717,272
"735","Bcas2","BCAS2",68183,10286
"736","Sh2d1a","SH2D1A",20400,4068
"737","Ctcf","CTCF",13018,10664
"738","Pard6a","PARD6A",56513,50855
"739","Pvalb","PVALB",19293,5816
"740","Tfap4","TFAP4",83383,7023
"741","Ranbp1","RANBP1",19385,5902
"742","Psmb4","PSMB4",19172,5692
"743","Slc30a4","SLC30A4",22785,7782
"744","Sqrdl","SQRDL",59010,58472
"745","Bloc1s6","BLOC1S6",18457,26258
"746","Metap1","METAP1",75624,23173
"747","Gpr108","GPR108",78308,56927
"748","Rsl1d1","RSL1D1",66409,26156
"749","Apc","APC",11789,324
"750","Reep5","REEP5",13476,7905
"751","Ergic3","ERGIC3",66366,51614
"752","Uqcc1","UQCC1",56046,55245
"753","Ncoa2","NCOA2",17978,10499
"754","Trh","TRH",22044,7200
"755","Nr2c2","NR2C2",22026,7182
"756","Nr2c1","NR2C1",22025,7181
"757","Smpd4","SMPD4",77626,55627
"758","Pex1","PEX1",71382,5189
"759","Otx1","OTX1",18423,5013
"760","Kctd20","KCTD20",66989,222658
"761","Itgae","ITGAE",16407,3682
"762","Ctns","CTNS",83429,1497
"763","P2rx5","P2RX5",94045,5026
"764","Shpk","SHPK",74637,23729
"765","Ephb3","EPHB3",13845,2049
"766","Tuft1","TUFT1",22156,7286
"767","Rcn1","RCN1",19672,5954
"768","Trap1","TRAP1",68015,10131
"769","Naa60","NAA60",74763,79903
"770","Ankrd13d","ANKRD13D",68423,338692
"771","Tyrp1","TYRP1",22178,7306
"772","Tpr","TPR",108989,7175
"773","BC003331","C1orf27",226499,54953
"774","Dhx34","DHX34",71723,9704
"775","Kptn","KPTN",70394,11133
"776","Napa","NAPA",108124,8775
"777","Sra1","SRA1",24068,10011
"778","Atp5g1","ATP5G1",11951,516
"779","Snf8","SNF8",27681,11267
"780","Tbcb","TBCB",66411,1155
"781","Inpp5k","INPP5K",19062,51763
"782","Crkl","CRKL",12929,1399
"783","Eps8l1","EPS8L1",67425,54869
"784","Clint1","CLINT1",216705,9685
"785","Prss16","PRSS16",54373,10279
"786","Cdkal1","CDKAL1",68916,54901
"787","Htra1","HTRA1",56213,5654
"788","Zbtb17","ZBTB17",22642,7709
"789","Fam131c","FAM131C",277743,348487
"790","Fblim1","FBLIM1",74202,54751
"791","Epor","EPOR",13857,2057
"792","Ccdc159","CCDC159",67119,126075
"793","Mob1b","MOB1B",68473,92597
"794","Atp6v1b2","ATP6V1B2",11966,526
"795","Eps15l1","EPS15L1",13859,58513
"796","Tep1","TEP1",21745,7011
"797","Ttc5","TTC5",219022,91875
"798","Osgep","OSGEP",66246,55644
"799","Aamp","AAMP",227290,14
"800","Tmbim1","TMBIM1",69660,64114
"801","Arpc2","ARPC2",76709,10109
"802","Kmt2b","KMT2B",75410,9757
"803","Upk1a","UPK1A",109637,11045
"804","Tmem147","TMEM147",69804,10430
"805","Rps9","RPS9",76846,6203
"806","Tfpt","TFPT",69714,29844
"807","Susd2","SUSD2",71733,56241
"808","Ggt5","GGT5",23887,2687
"809","Ggt1","GGT1",14598,2678
"810","Crip1","CRIP1",12925,1396
"811","Cbfa2t3","CBFA2T3",12398,863
"812","Fbln1","FBLN1",14114,2192
"813","Pgrmc1","PGRMC1",53328,10857
"814","Gcat","GCAT",26912,23464
"815","Tek","TEK",21687,7010
"816","Mpl","MPL",17480,4352
"817","Elovl1","ELOVL1",54325,64834
"818","Med8","MED8",80509,112950
"819","Cdc20","CDC20",107995,991
"820","Adamts4","ADAMTS4",240913,9507
"821","Pfdn2","PFDN2",18637,5202
"822","Rnf114","RNF114",81018,55905
"823","C330007P06Rik","CXorf56",77644,63932
"824","Neurl1a","NEURL1",18011,9148
"825","Srm","SRM",20810,6723
"826","Epha2","EPHA2",13836,1969
"827","Rbm14","RBM14",56275,10432
"828","Zdhhc24","ZDHHC24",70605,254359
"829","Bbs1","BBS1",52028,582
"830","Slc34a3","SLC34A3",142681,142680
"831","Ndor1","NDOR1",78797,27158
"832","Nsmf","NSMF",56876,26012
"833","Pdk1","PDK1",228026,5163
"834","Ptbp1","PTBP1",19205,5725
"835","Mvd","MVD",192156,4597
"836","Cyba","CYBA",13057,1535
"837","Itih3","ITIH3",16426,3699
"838","Tmem110","TMEM110-MUSTN1",69179,100526772
"839","Sfmbt1","SFMBT1",54650,51460
"840","Cryba2","CRYBA2",12958,1412
"841","Atp7b","ATP7B",11979,540
"842","Rundc3a","RUNDC3A",51799,10900
"843","Slc4a3","SLC4A3",20536,6508
"844","Cdt1","CDT1",67177,81620
"845","Runx1t1","RUNX1T1",12395,862
"846","Aprt","APRT",11821,353
"847","Gtf2h1","GTF2H1",14884,2965
"848","Hfe","HFE",15216,3077
"849","Slc5a6","SLC5A6",330064,8884
"850","Nphs1","NPHS1",54631,4868
"851","Aplp1","APLP1",11803,333
"852","Qrich1","QRICH1",69232,54870
"853","P4htm","P4HTM",74443,54681
"854","Usp19","USP19",71472,10869
"855","Pola1","POLA1",18968,5422
"856","Pknox1","PKNOX1",18771,5316
"857","D130043K22Rik","KIAA0319",210108,9856
"858","Gmnn","GMNN",57441,51053
"859","Acot13","ACOT13",66834,55856
"860","Zfp184","ZNF184",193452,7738
"861","Cdk4","CDK4",12567,1019
"862","B4galnt1","B4GALNT1",14421,2583
"863","Mettl1","METTL1",17299,4234
"864","Tspan31","TSPAN31",67125,6302
"865","Kif5b","KIF5B",16573,3799
"866","Saal1","SAAL1",78935,113174
"867","Cnp","CNP",12799,1267
"868","Ttc25","TTC25",74407,83538
"869","Sulf2","SULF2",72043,55959
"870","Sod2","SOD2",20656,6648
"871","Tmco6","TMCO6",71983,55374
"872","Stambp","STAMBP",70527,10617
"873","Ezh1","EZH1",14055,2145
"874","Hap1","HAP1",15114,9001
"875","Ctnnb1","CTNNB1",12387,1499
"876","Eif1b","EIF1B",68969,10289
"877","Chrd","CHRD",12667,8646
"878","Psmd2","PSMD2",21762,5708
"879","Syngr3","SYNGR3",20974,9143
"880","Vars","VARS",22321,7407
"881","Vwa7","VWA7",27762,80737
"882","Slc44a4","SLC44A4",70129,80736
"883","Msh5","MSH5",17687,4439
"884","Abhd16a","ABHD16A",193742,7920
"885","Neu1","NEU1",18010,4758
"886","Ddah2","DDAH2",51793,23564
"887","Clic1","CLIC1",114584,1192
"888","Lsm2","LSM2",27756,57819
"889","Pole","POLE",18973,5426
"890","Atp1a2","ATP1A2",98660,477
"891","Casq1","CASQ1",12372,844
"892","Stx1a","STX1A",20907,6804
"893","Zfp775","ZNF775",243372,285971
"894","Scube2","SCUBE2",56788,57758
"895","Mrpl49","MRPL49",18120,740
"896","Dennd2c","DENND2C",329727,163259
"897","Mark3","MARK3",17169,4140
"898","Gatad1","GATAD1",67210,57798
"899","M6pr","M6PR",17113,4074
"900","Lrrc8a","LRRC8A",241296,56262
"901","Ppp2r1a","PPP2R1A",51792,5518
"902","Fance","FANCE",72775,2178
"903","Tinf2","TINF2",28113,26277
"904","Tssk4","TSSK4",71099,283629
"905","Hapln4","HAPLN4",330790,404037
"906","Dus3l","DUS3L",224907,56931
"907","Gtpbp3","GTPBP3",70359,84705
"908","Tgfbr1","TGFBR1",21812,7046
"909","Homer1","HOMER1",26556,9456
"910","Rad51c","RAD51C",114714,5889
"911","Gabrb2","GABRB2",14401,2561
"912","Cav1","CAV1",12389,857
"913","Arpp19","ARPP19",59046,10776
"914","Bcl2l1","BCL2L1",12048,598
"915","Khsrp","KHSRP",16549,8570
"916","Dio2","DIO2",13371,1734
"917","Ccdc124","CCDC124",234388,115098
"918","Cct4","CCT4",12464,10575
"919","Cpt1c","CPT1C",78070,126129
"920","Twist2","TWIST2",13345,117581
"921","Zfp655","ZNF655",72611,79027
"922","Rhoa","RHOA",11848,387
"923","Zmiz1","ZMIZ1",328365,57178
"924","Ankrd26","ANKRD26",232339,22852
"925","Aldh16a1","ALDH16A1",69748,126133
"926","Hnrnpa0","HNRNPA0",77134,10949
"927","Prrg2","PRRG2",65116,5639
"928","Hnrnph1","HNRNPH1",59013,3187
"929","Ift43","IFT43",76411,112752
"930","Id3","ID3",15903,3399
"931","Tcap","TCAP",21393,8557
"932","Arid1a","ARID1A",93760,8289
"933","Crlf1","CRLF1",12931,9244
"934","Ctsd","CTSD",13033,1509
"935","Hmgcll1","HMGCLL1",208982,54511
"936","Ttc9b","TTC9B",73032,148014
"937","Abhd8","ABHD8",64296,79575
"938","Fzd3","FZD3",14365,7976
"939","Mid1ip1","MID1IP1",68041,58526
"940","Ap2s1","AP2S1",232910,1175
"941","Fgfrl1","FGFRL1",116701,53834
"942","Fhl2","FHL2",14200,2274
"943","Emc10","EMC10",69683,284361
"944","Clstn3","CLSTN3",232370,9746
"945","Fbxw9","FBXW9",68628,84261
"946","Fnbp4","FNBP4",55935,23360
"947","Cers4","CERS4",67260,79603
"948","Scrn3","SCRN3",74616,79634
"949","Phax","PHAX",56698,51808
"950","Tle1","TLE1",21885,7088
"951","Relt","RELT",320100,84957
"952","Snrpb2","SNRPB2",20639,6629
"953","Ubc","UBC",22190,7316
"954","Prpf31","PRPF31",68988,26121
"955","Sertad1","SERTAD1",55942,29950
"956","Carhsp1","CARHSP1",52502,23589
"957","Elk3","ELK3",13713,2004
"958","Herpud2","HERPUD2",80517,64224
"959","Rdh13","RDH13",108841,112724
"960","Adam21","ADAM21",56622,8747
"961","Nutf2","NUTF2",68051,10204
"962","Arpc5","ARPC5",67771,10092
"963","Elavl2","ELAVL2",15569,1993
"964","Pou2f2","POU2F2",18987,5452
"965","Mgst1","MGST1",56615,4257
"966","Nfib","NFIB",18028,4781
"967","Ubqln4","UBQLN4",94232,56893
"968","Rbfox1","RBFOX1",268859,54715
"969","Rps18","RPS18",20084,6222
"970","Rpl10","RPL10",110954,6134
"971","Rps15a","RPS15A",267019,6210
"972","Ncaph2","NCAPH2",52683,29781
"973","Hipk1","HIPK1",15257,204851
"974","Gprc5b","GPRC5B",64297,51704
"975","Man1a2","MAN1A2",17156,10905
"976","Acyp1","ACYP1",66204,97
"977","Cd163","CD163",93671,9332
"978","Hdac5","HDAC5",15184,10014
"979","Rala","RALA",56044,5898
"980","Vdac3","VDAC3",22335,7419
"981","Vps72","VPS72",21427,6944
"982","Gabpa","GABPA",14390,2551
"983","Bmp7","BMP7",12162,655
"984","Dynll1","DYNLL1",56455,8655
"985","Pdcl","PDCL",67466,5082
"986","Tmem184b","TMEM184B",223693,25829
"987","Nf2","NF2",18016,4771
"988","Cabp7","CABP7",192650,164633
"989","Zmat5","ZMAT5",67178,55954
"990","Ap1b1","AP1B1",11764,162
"991","Derl3","DERL3",70377,91319
"992","Tbx1","TBX1",21380,6899
"993","Bcl2l13","BCL2L13",94044,23786
"994","Dqx1","DQX1",93838,165545
"995","Tmem8c","TMEM8C",66139,389827
"996","Fam163b","FAM163B",109349,642968
"997","Ascl2","ASCL2",17173,430
"998","Rarres2","RARRES2",71660,5919
"999","Pttg1ip","PTTG1IP",108705,754
"1000","Trpm2","TRPM2",28240,7226
"1001","Ube2g2","UBE2G2",22213,7327
"1002","Lpo","LPO",76113,4025
"1003","Met","MET",17295,4233
"1004","Slc16a12","SLC16A12",240638,387700
"1005","Syn2","SYN2",20965,6854
"1006","Elk1","ELK1",13712,2002
"1007","Nav1","NAV1",215690,89796
"1008","Tnpo1","TNPO1",238799,3842
"1009","Rnmt","RNMT",67897,8731
"1010","Kcnq1","KCNQ1",16535,3784
"1011","Srp14","SRP14",20813,6727
"1012","Cdk9","CDK9",107951,1025
"1013","Tor2a","TOR2A",30933,27433
"1014","Fpgs","FPGS",14287,2356
"1015","Mkl2","MKL2",239719,57496
"1016","Cbx5","CBX5",12419,23468
"1017","Apobec3","APOBEC3B",80287,9582
"1018","Sardh","SARDH",192166,1757
"1019","Vav2","VAV2",22325,7410
"1020","Tex15","TEX15",104271,56154
"1021","Ppp2cb","PPP2CB",19053,5516
"1022","G0s2","G0S2",14373,50486
"1023","Dmap1","DMAP1",66233,55929
"1024","Mcu","MCU",215999,90550
"1025","Tex11","TEX11",83558,56159
"1026","Bcr","BCR",110279,613
"1027","Fxyd5","FXYD5",18301,53827
"1028","Kcnd1","KCND1",16506,3750
"1029","Tfcp2","TFCP2",21422,7024
"1030","Pou6f1","POU6F1",19009,5463
"1031","Ubp1","UBP1",22221,7342
"1032","Nuak2","NUAK2",74137,81788
"1033","Ick","ICK",56542,22858
"1034","Sdhb","SDHB",67680,6390
"1035","Cox4i2","COX4I2",84682,84701
"1036","Snap47","SNAP47",67826,116841
"1037","Kdsr","KDSR",70750,2531
"1038","Vps4b","VPS4B",20479,9525
"1039","Rps25","RPS25",75617,6230
"1040","Taz","TAZ",66826,6901
"1041","Kif19a","KIF19",286942,124602
"1042","Aldh3a2","ALDH3A2",11671,224
"1043","Zmynd10","ZMYND10",114602,51364
"1044","Hyal2","HYAL2",15587,8692
"1045","Ifrd2","IFRD2",15983,7866
"1046","Hyal1","HYAL1",15586,3373
"1047","Tusc2","TUSC2",80385,11334
"1048","Nprl2","NPRL2",56032,10641
"1049","Slc38a3","SLC38A3",76257,10991
"1050","Cacna2d2","CACNA2D2",56808,9254
"1051","Epn3","EPN3",71889,55040
"1052","Rnf112","RNF112",22671,7732
"1053","Slc3a2","SLC3A2",17254,6520
"1054","Nxf1","NXF1",53319,10482
"1055","Stx5a","STX5",56389,6811
"1056","Slc47a1","SLC47A1",67473,55244
"1057","Tnfrsf13b","TNFRSF13B",57916,23495
"1058","Spire2","SPIRE2",234857,84501
"1059","Prox1","PROX1",19130,5629
"1060","Raver1","RAVER1",71766,125950
"1061","AI597479","C2orf49",98404,79074
"1062","Tmem86a","TMEM86A",67893,144110
"1063","Optc","OPTC",269120,26254
"1064","Tex14","TEX14",83560,56155
"1065","Ifi35","IFI35",70110,3430
"1066","Rdm1","RDM1",66599,201299
"1067","Nedd8","NEDD8",18002,4738
"1068","Gosr1","GOSR1",53334,9527
"1069","Mrpl52","MRPL52",68836,122704
"1070","Kansl3","KANSL3",226976,55683
"1071","Eya4","EYA4",14051,2070
"1072","Myt1","MYT1",17932,4661
"1073","Faf1","FAF1",14084,11124
"1074","Tsacc","TSACC",76927,128229
"1075","Mettl16","METTL16",67493,79066
"1076","Dazl","DAZ2",13164,57055
"1077","Pigyl","PIGY",66268,84992
"1078","Psen2","PSEN2",19165,5664
"1079","Plcd1","PLCD1",18799,5333
"1080","Fads1","FADS1",76267,3992
"1081","Lmbr1","LMBR1",56873,64327
"1082","Cars","CARS",27267,833
"1083","Wnt2","WNT2",22413,7472
"1084","Gabra1","GABRA1",14394,2554
"1085","Grid2ip","GRID2IP",170935,392862
"1086","Apip","APIP",56369,51074
"1087","Pdhx","PDHX",27402,8050
"1088","Vac14","VAC14",234729,55697
"1089","Akt1s1","AKT1S1",67605,84335
"1090","Tbrg1","TBRG1",21376,84897
"1091","Adssl1","ADSSL1",11565,122622
"1092","Brf1","BRF1",72308,2972
"1093","Odc1","ODC1",18263,4953
"1094","Thg1l","THG1L",66628,54974
"1095","Adam19","ADAM19",11492,8728
"1096","Pabpc4","PABPC4",230721,8761
"1097","Zfp296","ZNF296",63872,162979
"1098","Plin5","PLIN5",66968,440503
"1099","Sugp1","SUGP1",70616,57794
"1100","Dhdh","DHDH",71755,27294
"1101","Zfp790","ZNF790",233056,388536
"1102","Fsd1","FSD1",240121,79187
"1103","Fuz","FUZ",70300,80199
"1104","Sptbn4","SPTBN4",80297,57731
"1105","Pgam1","PGAM1",18648,5223
"1106","Evi5","EVI5",14020,7813
"1107","Snapc2","SNAPC2",102209,6618
"1108","Git1","GIT1",216963,28964
"1109","Gltp","GLTP",56356,51228
"1110","Bnip2","BNIP2",12175,663
"1111","Ccnt1","CCNT1",12455,904
"1112","Scarf2","SCARF2",224024,91179
"1113","Brms1l","BRMS1L",52592,84312
"1114","Dhdds","DHDDS",67422,79947
"1115","Aim1l","AIM1L",230806,55057
"1116","Ubxn11","UBXN11",67586,91544
"1117","Mogat1","MOGAT1",68393,116255
"1118","Tjap1","TJAP1",74094,93643
"1119","Rpl15","RPL15",66480,6138
"1120","Tmem167","TMEM167A",66074,153339
"1121","Mplkip","MPLKIP",66308,136647
"1122","Kif11","KIF11",16551,3832
"1123","Rpa3","RPA3",68240,6119
"1124","Tnpo3","TNPO3",320938,23534
"1125","Ttll5","TTLL5",320244,23093
"1126","Zfp715","ZNF175",69930,7728
"1127","Retn","RETN",57264,56729
"1128","Acpt","ACPT",100503991,93650
"1129","Rps5","RPS5",20103,6193
"1130","Amotl1","AMOTL1",75723,154810
"1131","Etv5","ETV5",104156,2119
"1132","Gfod2","GFOD2",70575,81577
"1133","Enkd1","ENKD1",102124,84080
"1134","Atp6v0d1","ATP6V0D1",11972,9114
"1135","Ptprs","PTPRS",19280,5802
"1136","Slc41a1","SLC41A1",98396,254428
"1137","Iglon5","IGLON5",210094,402665
"1138","Nelfb","NELFB",58202,25920
"1139","Tmem175","TMEM175",72392,84286
"1140","Bcas1","BCAS1",76960,8537
"1141","Tango2","TANGO2",27883,128989
"1142","Aldh1a2","ALDH1A2",19378,8854
"1143","Ndufs2","NDUFS2",226646,4720
"1144","Atraid","ATRAID",381629,51374
"1145","Cad","CAD",69719,790
"1146","Sh3bp5l","SH3BP5L",79566,80851
"1147","Atad1","ATAD1",67979,84896
"1148","Pten","PTEN",19211,5728
"1149","Pea15a","PEA15",18611,8682
"1150","Timm23","TIMM23",53600,100287932
"1151","Tnfaip8l2","TNFAIP8L2",69769,79626
"1152","Trnt1","TRNT1",70047,51095
"1153","Ehmt2","EHMT2",110147,10919
"1154","Elof1","ELOF1",66126,84337
"1155","Med16","MED16",216154,10025
"1156","St3gal1","ST3GAL1",20442,6482
"1157","Tmem259","TMEM259",216157,91304
"1158","Rnf170","RNF170",77733,81790
"1159","Clip3","CLIP3",76686,25999
"1160","Myl2","MYL2",17906,4633
"1161","Dedd","DEDD",21945,9191
"1162","Nit1","NIT1",27045,4817
"1163","Prdm15","PRDM15",114604,63977
"1164","Rnf168","RNF168",70238,165918
"1165","Tctex1d2","TCTEX1D2",66061,255758
"1166","Chp1","CHP1",56398,11261
"1167","Klhl3","KLHL3",100503085,26249
"1168","Tvp23b","TVP23B",67510,51030
"1169","Dnajc7","DNAJC7",56354,7266
"1170","Cacybp","CACYBP",12301,27101
"1171","Cluap1","CLUAP1",76779,23059
"1172","Zswim7","ZSWIM7",69747,125150
"1173","Pigl","PIGL",327942,9487
"1174","Ndufa2","NDUFA2",17991,4695
"1175","Pam16","PAM16",66449,51025
"1176","Glis2","GLIS2",83396,84662
"1177","Bicc1","BICC1",83675,80114
"1178","Ube2z","UBE2Z",268470,65264
"1179","Tmem87b","TMEM87B",72477,84910
"1180","Anapc1","ANAPC1",17222,64682
"1181","Mertk","MERTK",17289,10461
"1182","Tsg101","TSG101",22088,7251
"1183","Hps5","HPS5",246694,11234
"1184","Map3k4","MAP3K4",26407,4216
"1185","Piezo1","PIEZO1",234839,9780
"1186","Rnf166","RNF166",68718,115992
"1187","Ankrd28","ANKRD28",105522,23243
"1188","Ankrd52","ANKRD52",237615,283373
"1189","Pkd2l2","PKD2L2",53871,27039
"1190","Srp19","SRP19",66384,6728
"1191","Wdfy2","WDFY2",268752,115825
"1192","Mrps25","MRPS25",64658,64432
"1193","Dguok","DGUOK",27369,1716
"1194","Camta1","CAMTA1",100072,23261
"1195","Csf1","CSF1",12977,1435
"1196","Strip1","STRIP1",229707,85369
"1197","Kif1a","KIF1A",16560,547
"1198","Alx3","ALX3",11694,257
"1199","Slc25a11","SLC25A11",67863,8402
"1200","Cmc2","CMC2",66531,56942
"1201","Chfr","CHFR",231600,55743
"1202","Tex261","TEX261",21766,113419
"1203","Fam120b","FAM120B",67544,84498
"1204","Tbp","TBP",21374,6908
"1205","Psmb1","PSMB1",19170,5689
"1206","Pdcd2","PDCD2",18567,5134
"1207","Dll1","DLL1",13388,28514
"1208","Nol3","NOL3",78688,8996
"1209","Plekhg4","PLEKHG4",102075,25894
"1210","Slc9a5","SLC9A5",277973,6553
"1211","Elmo3","ELMO3",234683,79767
"1212","Stc1","STC1",20855,6781
"1213","Tppp3","TPPP3",67971,51673
"1214","Msh3","MSH3",17686,4437
"1215","Adamts13","ADAMTS13",279028,11093
"1216","Tmem208","TMEM208",66320,29100
"1217","E2f4","E2F4",104394,1874
"1218","Surf4","SURF4",20932,6836
"1219","Surf2","SURF2",20931,6835
"1220","Dnajb9","DNAJB9",27362,4189
"1221","Naf1","NAF1",234344,92345
"1222","Yes1","YES1",22612,7525
"1223","Ppp1cb","PPP1CB",19046,5500
"1224","Gorasp2","GORASP2",70231,26003
"1225","Tsen15","TSEN15",66637,116461
"1226","Efr3a","EFR3A",76740,23167
"1227","Trappc2l","TRAPPC2L",59005,51693
"1228","Acsf3","ACSF3",257633,197322
"1229","Ddx19a","DDX19A",13680,55308
"1230","Galns","GALNS",50917,2588
"1231","Gata2","GATA2",14461,2624
"1232","C8g","C8G",69379,733
"1233","Entpd2","ENTPD2",12496,954
"1234","Rabl6","RABL6",227624,55684
"1235","Ptgds","PTGDS",19215,5730
"1236","Edf1","EDF1",59022,8721
"1237","Clic3","CLIC3",69454,9022
"1238","Npdc1","NPDC1",18146,56654
"1239","Fbxw5","FBXW5",30839,54461
"1240","Slc25a13","SLC25A13",50799,10165
"1241","Ube2i","UBE2I",22196,7329
"1242","Tsr3","TSR3",68327,115939
"1243","Unkl","UNKL",74154,64718
"1244","Lrrk1","LRRK1",233328,79705
"1245","Aldh1a3","ALDH1A3",56847,220
"1246","Actn1","ACTN1",109711,87
"1247","Sirt2","SIRT2",64383,22933
"1248","Hnrnpl","HNRNPL",15388,3191
"1249","Casd1","CASD1",213819,64921
"1250","Cnksr3","CNKSR3",215748,154043
"1251","Mtmr1","MTMR1",53332,8776
"1252","Map2","MAP2",17756,4133
"1253","Abca1","ABCA1",11303,19
"1254","Nipsnap3b","NIPSNAP3A",66536,25934
"1255","Gdi1","GDI1",14567,2664
"1256","Sash1","SASH1",70097,23328
"1257","Gadd45b","GADD45B",17873,4616
"1258","Slamf6","SLAMF6",30925,114836
"1259","Zdhhc12","ZDHHC12",66220,84885
"1260","Endog","ENDOG",13804,2021
"1261","Cybb","CYBB",13058,1536
"1262","Golga7","GOLGA7",57437,51125
"1263","Xk","XK",22439,7504
"1264","Pcolce2","PCOLCE2",76477,26577
"1265","Cd48","CD48",12506,962
"1266","Clpx","CLPX",270166,10845
"1267","Trabd","TRABD",67976,80305
"1268","Dennd6b","DENND6B",69440,414918
"1269","Cd83","CD83",12522,9308
"1270","Ace2","ACE2",70008,59272
"1271","Atf6b","ATF6B",12915,1388
"1272","Egfl8","EGFL8",81701,80864
"1273","Notch4","NOTCH4",18132,4855
"1274","Ppt2","PPT2",54397,9374
"1275","Rnf5","RNF5",54197,6048
"1276","Fam163a","FAM163A",329274,148753
"1277","Cacfd1","CACFD1",381356,11094
"1278","Hivep2","HIVEP2",15273,3097
"1279","Arnt","ARNT",11863,405
"1280","Mocs2","MOCS2",17434,4338
"1281","Nat9","NAT9",66176,26151
"1282","Lpl","LPL",16956,4023
"1283","Atp6v0e","ATP6V0E1",11974,8992
"1284","Zfp318","ZNF318",57908,24149
"1285","Ttbk1","TTBK1",106763,84630
"1286","Srf","SRF",20807,6722
"1287","Lama5","LAMA5",16776,3911
"1288","Steap2","STEAP2",74051,261729
"1289","Hspa8","HSPA8",15481,3312
"1290","Serac1","SERAC1",321007,84947
"1291","Pdzd11","PDZD11",72621,51248
"1292","Psma2","PSMA2",19166,5683
"1293","Mrpl32","MRPL32",75398,64983
"1294","Setdb1","SETDB1",84505,9869
"1295","Anxa9","ANXA9",71790,8416
"1296","Arnt2","ARNT2",11864,9915
"1297","Prune","PRUNE",229589,58497
"1298","Cers2","CERS2",76893,29956
"1299","Capza2","CAPZA2",12343,830
"1300","Plekho1","PLEKHO1",67220,51177
"1301","Vps45","VPS45",22365,11311
"1302","Prpf3","PRPF3",70767,9129
"1303","Aph1a","APH1A",226548,51107
"1304","Tab2","TAB2",68652,23118
"1305","Ppil4","PPIL4",67418,85313
"1306","Cnih1","CNIH1",12793,10175
"1307","Eps8","EPS8",13860,2059
"1308","Med22","MED22",20933,6837
"1309","Surf1","SURF1",20930,6834
"1310","Med28","MED28",66999,80306
"1311","Qdpr","QDPR",110391,5860
"1312","Gnrh1","GNRH1",14714,2796
"1313","Tnr","TNR",21960,7143
"1314","Sqstm1","SQSTM1",18412,8878
"1315","Nfe2l2","NFE2L2",18024,4780
"1316","Rxrg","RXRG",20183,6258
"1317","Rxra","RXRA",20181,6256
"1318","Adamtsl4","ADAMTSL4",229595,54507
